City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
474,Roswell,US,34.0232,-84.3616,72.0,21,1,5.75,clear sky
475,Farah,AF,32.5,62.5,55.94,27,0,5.55,clear sky
476,Cap Malheureux,MU,-19.9842,57.6142,81.0,77,8,8.01,clear sky
477,Canora,CA,51.6333,-102.4343,55.4,33,75,23.02,broken clouds
478,Duayaw Nkwanta,GH,7.1724,-2.1028,75.88,80,74,3.2,light rain
479,Bealanana,MG,-14.55,48.7333,63.84,98,30,1.79,scattered clouds
480,Touros,BR,-5.1989,-35.4608,78.8,83,20,8.05,few clouds
481,Lompoc,US,34.6391,-120.4579,64.4,52,75,16.11,broken clouds
482,Lebyazhye,RU,55.2689,66.4947,30.6,97,100,7.72,overcast clouds
483,Florianopolis,BR,-27.6146,-48.5012,78.01,73,40,8.05,scattered clouds
484,Zell Am See,AT,47.3256,12.7944,32.0,70,4,5.26,clear sky
485,Joao Camara,BR,-5.5375,-35.8197,78.8,83,20,8.05,few clouds
486,Darhan,MN,49.4867,105.9228,33.4,68,3,6.02,clear sky
487,Acari,PE,-15.4311,-74.6158,77.92,68,100,5.79,overcast clouds
488,Japura,ID,-0.3167,102.35,74.55,90,99,2.51,overcast clouds
489,Chichli,IN,22.8333,78.8167,78.73,10,0,1.57,clear sky
490,Khash,IR,28.2211,61.2158,63.54,21,39,4.61,scattered clouds
491,Sorgun,TR,39.8101,35.186,46.51,76,46,10.16,light rain
492,Plouzane,FR,48.3833,-4.6167,41.0,87,0,4.61,clear sky
493,Wanning,CN,18.8003,110.3967,74.3,92,5,5.32,clear sky
494,Brufut,GM,13.3814,-16.7518,69.8,88,0,9.48,clear sky
495,Mount Gambier,AU,-37.8333,140.7667,57.2,67,80,10.36,broken clouds
496,Ouesso,CG,1.6136,16.0517,75.94,74,53,3.15,broken clouds
497,Karla,EE,59.3723,24.9275,37.99,87,90,24.16,overcast clouds
498,Glarus,CH,47.0406,9.068,39.99,62,1,4.0,clear sky
499,Jiwani,PK,25.05,61.7417,80.2,73,0,10.74,clear sky
500,Allapalli,IN,19.4167,80.0667,82.76,27,0,2.57,clear sky
501,Zaysan,KZ,47.4667,84.8667,40.05,38,0,4.85,clear sky
502,Joshimath,IN,30.5667,79.5667,49.8,32,22,8.01,few clouds
503,Qaqortoq,GL,60.7167,-46.0333,37.4,87,90,3.44,overcast clouds
504,Smithers,CA,54.7804,-127.1743,41.0,52,20,12.66,few clouds
505,Alberton,CA,46.8168,-64.0654,33.8,100,100,19.57,snow
506,Preveza,GR,38.95,20.75,59.0,77,20,4.61,few clouds
507,Nanortalik,GL,60.1432,-45.2371,34.16,88,16,7.76,few clouds
508,Husavik,IS,66.0449,-17.3389,17.6,67,90,14.97,overcast clouds
509,Neiafu,TO,-18.65,-173.9833,80.6,83,75,3.44,broken clouds
510,Budhlada,IN,29.9333,75.5667,74.97,23,74,7.34,broken clouds
511,Fuyu,CN,45.1833,124.8167,39.85,33,0,9.15,clear sky
512,Oum Hadjer,TD,13.2954,19.6966,85.06,12,60,10.74,broken clouds
513,Port Lincoln,AU,-34.7333,135.8667,62.69,80,0,12.06,clear sky
514,Lindi,TZ,-10.0,39.7167,77.0,94,20,9.22,few clouds
515,Lensk,RU,60.7253,114.9278,0.63,99,100,3.02,overcast clouds
516,Putina,PE,-15.4667,-69.4333,45.68,71,99,5.35,moderate rain
517,Port Macquarie,AU,-31.4333,152.9167,68.0,100,100,1.14,overcast clouds
518,Mayo,US,38.8876,-76.5119,69.8,28,1,8.05,clear sky
519,San Pedro,PH,14.35,121.0167,81.0,78,20,4.61,few clouds
520,Nha Trang,VN,12.25,109.1833,77.0,83,20,5.75,few clouds
521,Minab,IR,27.1467,57.0801,77.0,73,44,6.91,haze
522,Prado,BR,-17.3411,-39.2208,76.33,81,80,7.63,broken clouds
523,Maple Creek,CA,49.9168,-109.4848,64.4,22,100,19.57,overcast clouds
524,Sarahan,IN,31.5167,77.8,46.83,76,100,4.65,overcast clouds
525,Hokitika,NZ,-42.7167,170.9667,64.4,85,67,12.3,broken clouds
526,Salekhard,RU,66.53,66.6019,24.87,96,100,9.44,light snow
527,Neos Marmaras,GR,40.1,23.7833,51.01,81,99,5.01,overcast clouds
528,Tezu,IN,27.9167,96.1667,67.84,32,14,4.92,few clouds
529,Chivay,PE,-15.6383,-71.6011,48.16,89,98,7.76,light rain
530,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,35.6,60,20,6.71,few clouds
531,San Policarpo,PH,12.1791,125.5072,81.27,67,100,10.96,overcast clouds
532,Puerto Del Rosario,ES,28.5004,-13.8627,66.2,63,20,10.36,few clouds
533,Tilichiki,RU,60.4667,166.1,13.73,89,100,15.52,light snow
534,Berlevag,NO,70.8578,29.0864,34.99,97,100,9.4,light snow
535,Solnechnyy,RU,50.7214,136.6319,30.78,51,20,3.62,few clouds
536,Puerto Escondido,MX,15.85,-97.0667,86.0,70,1,6.91,clear sky
537,Luquillo,PR,18.3725,-65.7166,80.6,65,1,8.05,clear sky
538,Pitkyaranta,RU,61.5734,31.4792,34.48,84,95,16.28,overcast clouds
539,Fuerte Olimpo,PY,-21.0415,-57.8738,89.4,32,80,4.41,broken clouds
540,Aksarka,RU,66.5606,67.7975,28.98,98,100,5.93,light snow
541,Prince George,CA,53.9166,-122.753,46.99,39,40,17.27,scattered clouds
542,Idlib,SY,35.9306,36.6339,53.6,76,40,8.05,scattered clouds
543,Cefalu,IT,38.0386,14.0229,57.99,81,95,4.0,overcast clouds
544,Bonavista,CA,48.6499,-53.1147,39.2,93,100,1.14,overcast clouds
545,Ashcroft,CA,50.7165,-121.2859,51.8,27,20,17.27,few clouds
546,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.2,100,90,11.5,overcast clouds
547,Tiznit,MA,29.5833,-9.5,55.15,81,6,4.34,clear sky
548,Nirasaki,JP,35.7,138.45,59.0,96,77,3.4,broken clouds
549,Praia Da Vitoria,PT,38.7333,-27.0667,59.0,94,75,8.63,broken clouds
550,Samarai,PG,-10.6167,150.6667,83.21,78,54,8.81,broken clouds
551,Jizan,SA,17.3333,42.6667,82.4,74,0,5.75,clear sky
552,Harriston,CA,43.9001,-80.883,55.99,35,11,5.75,few clouds
553,Hauge,NO,58.3436,6.2812,34.0,81,98,30.69,light snow
554,Pishin,PK,30.5803,66.9961,64.22,43,100,4.76,overcast clouds
555,Belmonte,BR,-15.8631,-38.8828,75.2,83,75,3.44,light rain
556,Abnub,EG,27.2696,31.1511,64.4,42,0,11.5,clear sky
557,Antalaha,MG,-14.9003,50.2788,75.13,90,71,4.38,broken clouds
558,Honningsvag,NO,70.9821,25.9704,32.76,77,100,8.99,light snow
559,Oranjemund,NA,-28.55,16.4333,62.15,95,25,5.91,scattered clouds
560,Matagami,CA,49.7502,-77.6328,41.0,60,1,10.36,clear sky
561,Gazojak,TM,41.1875,61.4036,50.52,51,7,9.75,clear sky
562,Langsa,ID,4.4683,97.9683,74.07,95,100,1.81,overcast clouds
563,Yar-Sale,RU,66.8333,70.8333,32.16,98,100,6.35,light snow
564,Nampula,MZ,-15.1165,39.2666,71.6,94,90,8.05,moderate rain
565,Kavaratti,IN,10.5669,72.642,81.99,70,45,12.8,scattered clouds
566,Opuwo,NA,-18.0607,13.84,73.8,44,19,5.73,few clouds
567,Arica,CL,-18.475,-70.3042,68.0,73,0,8.05,clear sky
568,Iskateley,RU,67.6803,53.1512,12.65,94,21,8.25,few clouds
569,Sawakin,SD,19.1059,37.3321,74.35,64,39,9.26,scattered clouds
570,Pinheiro Machado,BR,-31.5783,-53.3811,70.0,90,21,11.99,few clouds
571,Emba,KZ,48.8264,58.1442,37.24,91,94,8.19,overcast clouds
572,Eureka,US,40.8021,-124.1637,55.0,68,97,8.01,overcast clouds
573,Salinas,US,36.6777,-121.6555,62.6,51,1,12.66,clear sky
574,Raudeberg,NO,61.9875,5.1352,28.99,78,100,23.47,light snow
575,Talaya,RU,61.3833,152.75,-3.8,96,100,3.22,overcast clouds
576,Batagay-Alyta,RU,67.8006,130.4114,-13.16,95,100,3.56,overcast clouds
577,Viseu,PT,40.661,-7.9097,54.0,64,0,5.79,clear sky
578,Xuanzhou,CN,30.9525,118.7553,44.64,56,63,4.05,broken clouds
579,Madinat Sittah Uktubar,EG,29.8167,31.05,63.0,36,0,11.5,clear sky
580,Gravdal,NO,68.1214,13.5031,34.09,62,100,13.27,light snow
581,Montepuez,MZ,-13.1256,38.9997,68.09,99,68,4.32,broken clouds
582,Saint Anthony,US,45.0205,-93.218,77.0,20,1,6.91,clear sky
583,Kozhevnikovo,RU,56.2589,83.9714,23.0,89,100,3.6,overcast clouds
584,Wajid,SO,3.8093,43.2471,78.22,74,83,9.31,broken clouds
585,Muros,ES,42.7762,-9.0603,57.0,76,3,6.89,clear sky
586,Waipawa,NZ,-41.4122,175.5153,66.2,77,20,19.57,few clouds
587,Marshfield,US,44.6689,-90.1718,75.2,19,1,16.11,clear sky
588,Kentau,KZ,43.5206,68.5094,43.14,84,90,15.93,overcast clouds
589,Jasper,US,37.2001,-94.3502,75.2,41,1,10.36,clear sky
590,Carballo,ES,43.213,-8.691,52.0,76,0,2.3,clear sky
591,Itarema,BR,-2.9248,-39.9167,79.03,83,99,11.68,overcast clouds
592,Soyo,AO,-6.1349,12.3689,80.26,80,99,4.79,overcast clouds
593,Placido De Castro,BR,-10.3353,-67.1856,77.22,94,49,0.85,scattered clouds
594,Yate,GB,51.5407,-2.4184,46.0,89,39,1.99,scattered clouds
595,Lake City,US,30.1897,-82.6393,73.4,28,1,4.61,clear sky
596,Tchollire,CM,8.4022,14.1698,83.88,17,44,1.95,scattered clouds
597,Charagua,BO,-19.8,-63.2167,77.0,73,75,7.56,broken clouds
598,Ewa Beach,US,21.3156,-158.0072,80.6,54,1,12.66,clear sky
599,Umm Kaddadah,SD,13.6017,26.6876,74.79,10,46,13.47,scattered clouds
600,Rio Gallegos,AR,-51.6226,-69.2181,48.2,61,40,13.8,scattered clouds
601,San Bartolome De Tirajana,ES,27.9248,-15.5733,64.4,63,20,8.05,few clouds
602,Kyra,RU,49.5776,111.9753,27.64,78,13,4.99,few clouds
603,Ust-Omchug,RU,61.15,149.6333,1.67,81,100,4.0,overcast clouds
604,Sishui,CN,35.6489,117.2758,45.19,39,28,3.33,scattered clouds
605,Manoel Urbano,BR,-8.8389,-69.2597,80.6,78,61,1.66,light rain
606,Nishihara,JP,26.1842,127.7558,66.2,63,75,20.71,broken clouds
607,Katra,IN,32.9833,74.95,62.29,53,98,10.67,overcast clouds
608,Darnah,LY,32.767,22.6367,73.31,24,10,28.61,clear sky
609,Korla,CN,41.7597,86.1469,48.02,32,29,11.9,scattered clouds
610,Funadhoo,MV,6.15,73.2667,83.48,68,26,12.91,scattered clouds
611,Nacozari,MX,25.3366,-108.2574,85.78,24,5,11.32,clear sky
612,Ambilobe,MG,-13.2,49.05,73.58,95,72,2.73,broken clouds
613,Sterling,US,39.0062,-77.4286,71.6,18,1,16.11,clear sky
614,Urumqi,CN,43.801,87.6005,42.8,56,0,8.95,clear sky
615,Evensk,RU,61.95,159.2333,13.59,53,100,27.63,overcast clouds
616,Masuguru,TZ,-11.3667,38.4167,71.49,97,75,2.57,broken clouds
617,Qandala,SO,11.472,49.8728,77.56,57,57,2.37,broken clouds
618,Kitimat,CA,54.0524,-128.6534,42.01,68,99,1.99,overcast clouds
619,Moose Jaw,CA,50.4001,-105.5344,69.8,13,100,12.66,overcast clouds
620,Pringsewu,ID,-5.3582,104.9744,73.45,95,100,1.14,light rain
621,Arkhangelsk,RU,64.5401,40.5433,33.8,93,90,6.71,light rain and snow
622,Ryotsu,JP,38.0833,138.4333,44.6,100,75,13.8,broken clouds
623,Domoni,KM,-12.2569,44.5319,80.26,85,76,6.4,broken clouds
624,Rockland,US,41.1668,-74.0496,63.0,34,44,1.01,scattered clouds
625,Kibungo,RW,-2.1597,30.5427,58.8,92,100,1.95,light rain
626,Namibe,AO,-15.1961,12.1522,78.85,82,88,5.44,overcast clouds
627,Hay River,CA,60.8156,-115.7999,19.4,63,100,6.91,overcast clouds
628,Pundaguitan,PH,6.3711,126.1689,80.78,76,92,6.98,overcast clouds
629,Marinette,US,45.1,-87.6307,57.2,38,1,9.22,clear sky
630,Lithakia,GR,37.7167,20.8333,60.8,94,75,5.55,broken clouds
631,Mineiros,BR,-17.5694,-52.5511,73.45,66,57,0.76,broken clouds
632,Erzin,TR,36.9559,36.2,59.0,82,4,2.91,clear sky
633,Ossora,RU,59.2353,163.0719,18.55,89,100,24.25,light snow
634,Perth,AU,-31.9333,115.8333,66.0,94,20,5.57,few clouds
635,Ekhabi,RU,53.5102,142.9671,12.51,80,5,9.89,clear sky
636,Chingola,ZM,-12.529,27.8838,59.61,97,37,4.07,scattered clouds
637,Sisimiut,GL,66.9395,-53.6735,26.56,95,100,6.91,snow
638,Sandwick,GB,60.0,-1.25,26.6,74,75,33.38,light snow
639,Makaha,US,21.4694,-158.2175,80.6,54,1,12.66,clear sky
640,Cavaillon,FR,43.8312,5.0359,55.99,41,0,11.5,clear sky
641,Sakakah,SA,29.9697,40.2064,60.8,16,0,3.44,clear sky
642,Otukpo,NG,7.1913,8.1329,87.78,34,100,3.06,overcast clouds
643,Porbandar,IN,21.6422,69.6093,78.85,76,0,7.72,clear sky
644,Saint-Pierre,RE,-21.3393,55.4781,77.0,78,0,4.61,clear sky
645,Henties Bay,NA,-22.116,14.2845,66.0,84,13,1.99,few clouds
646,Bazarnyye Mataki,RU,54.8833,49.9333,32.2,86,100,8.75,overcast clouds
647,Emmett,US,43.8735,-116.4993,73.0,25,66,1.01,broken clouds
648,Vallenar,CL,-28.5708,-70.7581,75.02,42,74,7.23,broken clouds
649,Saryozek,KZ,44.3583,77.9753,43.47,57,100,5.68,moderate rain
650,Daru,PG,-9.0763,143.2092,77.47,90,84,5.91,light rain
651,Cassilandia,BR,-19.1133,-51.7342,77.74,42,28,3.06,scattered clouds
652,Luzzi,IT,39.4461,16.2883,32.0,100,90,5.75,fog
653,Lalsk,RU,60.7415,47.5862,22.21,97,49,3.44,scattered clouds
654,Ozernovskiy,RU,51.5,156.5167,29.01,90,100,18.77,light snow
655,Erenhot,CN,43.6475,111.9767,39.61,20,87,4.65,overcast clouds
656,Kaili,ID,-3.4626,120.2147,67.6,72,100,3.78,overcast clouds
657,Lluta,PE,-16.0147,-72.0142,60.8,67,75,9.22,broken clouds
658,Menongue,AO,-14.6585,17.691,61.83,71,19,4.05,few clouds
659,Richards Bay,ZA,-28.783,32.0377,64.58,81,0,4.09,clear sky
660,Hermosillo,MX,29.0667,-110.9667,105.8,4,1,4.61,clear sky
661,Prieska,ZA,-29.6641,22.7474,75.0,25,0,4.76,clear sky
662,Vitim,RU,59.4511,112.5578,3.25,98,100,3.96,overcast clouds
663,Ramygala,LT,55.5167,24.3,37.4,60,10,6.91,clear sky
664,Sibolga,ID,1.7427,98.7792,75.94,88,66,2.24,broken clouds
665,Shelburne,CA,44.0787,-80.2041,55.4,33,1,9.22,clear sky
666,South River,US,40.4465,-74.386,64.99,31,50,1.01,scattered clouds
667,Hirara,JP,24.8,125.2833,66.2,63,75,12.66,broken clouds
668,Junagarh,IN,19.8667,82.9333,76.84,50,0,2.62,clear sky
669,Staryy Nadym,RU,65.6118,72.6842,32.36,93,100,10.78,overcast clouds
670,Vladimirescu,RO,46.15,21.4,39.0,93,75,6.91,broken clouds
671,Iguape,BR,-24.7081,-47.5553,72.21,83,9,8.79,clear sky
672,Luba,GQ,3.4568,8.5547,82.4,83,20,8.88,few clouds
673,Pinawa,CA,50.1489,-95.8811,54.81,47,100,7.9,overcast clouds
674,Beloha,MG,-25.1667,45.05,66.31,90,9,6.67,light rain
675,San Jose,US,37.3394,-121.895,64.99,48,75,9.22,broken clouds
676,Kyshtovka,RU,56.555,76.6271,28.11,85,100,9.24,overcast clouds
677,Sakyla,FI,61.0333,22.3333,41.0,81,90,9.22,light rain
678,Roald,NO,62.5833,6.1333,28.4,80,20,17.27,light snow
679,Salta,AR,-24.7859,-65.4117,64.4,88,40,6.91,scattered clouds
680,Meiganga,CM,6.5167,14.3,78.37,26,100,2.51,overcast clouds
681,Nacala,MZ,-14.5428,40.6728,74.1,94,99,7.29,overcast clouds
682,Poltavka,RU,54.3663,71.7632,31.53,87,100,9.78,overcast clouds
683,Talara,PE,-4.5772,-81.2719,73.13,80,48,11.72,scattered clouds
684,Norden,DE,53.6,7.2,41.0,89,93,5.01,overcast clouds
685,Belyy Yar,RU,53.6039,91.3903,26.6,80,25,2.24,scattered clouds
686,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,75.74,82,81,3.94,broken clouds
687,Thinadhoo,MV,0.5333,72.9333,82.92,76,25,16.49,scattered clouds
688,Yanam,IN,16.7333,82.2167,76.35,96,75,3.13,broken clouds
689,Morant Bay,JM,17.8815,-76.4093,89.6,55,20,3.44,few clouds
690,Jalu,LY,29.0331,21.5482,71.06,11,0,11.77,clear sky
691,Nisia Floresta,BR,-6.0911,-35.2086,82.4,83,20,8.05,few clouds
692,Bratsk,RU,56.1325,101.6142,23.0,93,96,6.71,overcast clouds
693,Kardailovo,RU,51.5386,53.9042,33.71,83,100,10.51,overcast clouds
694,Vila,PT,42.0304,-8.1588,55.99,62,13,2.89,few clouds
695,Mokhsogollokh,RU,61.4681,128.9203,-14.73,100,97,1.01,overcast clouds
696,Nioro,GM,13.35,-15.75,79.88,47,100,10.49,overcast clouds
697,Karratha,AU,-20.7377,116.8463,80.73,46,7,6.22,clear sky
698,Pokaran,IN,26.9167,71.9167,81.21,26,3,13.24,clear sky
699,Moree,AU,-29.4667,149.85,69.8,73,74,6.91,broken clouds
700,Loei,TH,17.4167,101.5,78.01,99,100,1.1,overcast clouds
701,Pyapon,MM,16.2833,95.6833,77.74,80,100,5.97,overcast clouds
702,Oyama,JP,36.3,139.8,64.0,94,90,3.44,mist
703,Cumaral,CO,4.2708,-73.4867,80.8,77,65,2.51,broken clouds
704,Muli,MV,2.9167,73.5667,83.55,75,50,14.41,scattered clouds
705,Aljezur,PT,37.3191,-8.8033,56.16,94,4,5.97,clear sky
706,Toora-Khem,RU,52.4675,96.11,21.13,97,34,0.78,scattered clouds
707,Orocue,CO,4.7912,-71.3354,85.24,63,100,9.82,heavy intensity rain
708,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,83.52,36,57,5.77,broken clouds
709,Hami,CN,42.8,93.45,48.72,31,24,8.52,few clouds
710,Viedma,AR,-40.8135,-62.9967,81.72,33,1,15.37,clear sky
711,Patacamaya,BO,-17.2333,-67.9167,49.5,66,100,9.42,overcast clouds
